id;nazov;kategoria;verdikt;dovod;navrh_nahrady
salat-zdobeny-uhorkou-a-mrkvou;Šalát zdobený uhorkou a mrkvou;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Sterilizovaná zelenina', 'Malá cibuľka';
salsa-picante;Salsa Picante;Príloha;VYHODIT;"Slabý postup (3 krokov, 291 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Čilli paprička žltá', 'Koriander čerstvý lístky'";
sampinonova-polievka-s-kari;Šampiňónová polievka s karí korením;Polievka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Šampiňónová polievka s karí korením""";Chicken Curry (BBC Good Food)
sampinonova-polievka-so-smotanou;Šampiňónová polievka so smotanou;Polievka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Šampiňónová polievka s karí korením"" (id=sampinonova-polievka-s-kari), ktorý zostáva (dlhší postup / úplnejšie dáta)";
sampinonovo-sunkovo-nivova-omacka-na-cestoviny;Šampiňónovo-šunkovo-nivová omáčka na cestoviny;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 869 znakov, 33 % ingrediencií bez množstva);
sardinkova-natierka;Sardinková nátierka;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 302 znakov, 0 % ingrediencií bez množstva);
sedliacke-bravcove-pliecko;Sedliacke bravčové pliecko;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (12 krokov / 2286 znakov, 18 % ingrediencií bez množstva);
segedin-a-knedla-z-rozkami;Segedín a knedľa z rožkami;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 9 krokov / 1709 znakov";
segedinsky-gulas;Segedínsky guláš;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 4 krokov / 569 znakov";
seitan-steak-na-bazalkovom-fenikli;Seitan steak na bazalkovom fenikli;Hlavné jedlo;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
sekana-z-bocika;Sekaná z bôčika;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 762 znakov, 0 % ingrediencií bez množstva);
sekana;Sekaná;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Kuchynská soľ', 'Petržlenová posekaná vňať', 'Cibuľa nasekaná nadrobno a opražená na oleji';
semizotu-yemegi;Semizotu yemeği;Hlavné jedlo;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Semizotu', 'Salça (paradajkove pyré', 'Čajové maslo';
sendvic-croque-monsieur;Croque Monsieur;Raňajky;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Karlovarská šunka', 'Syr Gruyere', 'Bešamel';
sendvic-monte-cristo;Monte Cristo sendvič;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Hriankový chlieb', 'Šípkový džem';
sezamovy-cestovinovy-salat;Sezamový cestovinový šalát;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Ázijský cestovinový šalát s arašidovou omáčkou"" (id=azijsky-cestovinovy-salat-s-arasidovou-omackou), ktorý zostáva (dlhší postup / úplnejšie dáta)";
shoyu-ramen;Shoyu Ramen;Polievka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Shoyu Ramen"" + 5 surovín s výskytom najviac 2× v celej DB: 'Riasa kombu', 'LUNTER Marinated Tofu Soy Sauce', 'Huby shiitake'";Ramen (Wikibooks Cookbook)
shx-burger;SHX burger;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""SHX burger"" + 2 surovín s výskytom najviac 2× v celej DB: 'Burgerová žemľa', 'Omáčka Sriracha'";Classic Beef Burger (BBC Good Food)
simit-syrovy-sendvic;Simit sendvič so syrom;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bryndzový sendvič so slaninkou"" (id=brynzovy-sendvic-slaninka), ktorý zostáva (dlhší postup / úplnejšie dáta)";
skandinavsky-chlieb-v-pekarnicke;Škandinávsky chlieb v pekárničke;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1680 znakov, 0 % ingrediencií bez množstva);
skordalia-grecka-natierka;Skordalia-σκορδαλι-grécka nátierka;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Chlieb domáci', 'Jogurt biely domáci';
skoricove-jablka-pecene;Škoricové pečené jablká;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 670 znakov, 22 % ingrediencií bez množstva);
skoricove-jablkove-tasticky-pecene;Škoricové jablkové taštičky pečené;Dezert;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Škoricové pečené jablká"" (id=skoricove-jablka-pecene), ktorý zostáva (dlhší postup / úplnejšie dáta)";
skoricove-rolky-bez-drozdia;Rýchle škoricové rolky bez droždia;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 1251 znakov, 23 % ingrediencií bez množstva);
skoricove-slimaky;Škoricové slimáky;Pečivo;VYHODIT;7 surovín s výskytom najviac 2× v celej DB: 'Celozrnná špeciál - stredná', 'Surový žĺtok', 'Hnedý cukor krystalovy';
skoricovniky;Škoricovníky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1482 znakov, 7 % ingrediencií bez množstva);
skoricovo-jablkove-buchty;Škoricovo-jablkové buchty;Pečivo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 6 krokov / 798 znakov";
skoricovy-chlieb;Škoricový chlieb;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (13 krokov / 1598 znakov, 0 % ingrediencií bez množstva);
skoricovy-pletenec;Škoricový pletenec;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 665 znakov, 20 % ingrediencií bez množstva);
skvarkova-natierka;Škvarková nátierka;Nátierka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Domáce škvarky', 'Cibuľa nasekaná nadrobno';
skvarkove-pagace;Škvarkové pagáče;Pečivo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Pekárenské droždie', 'Bravčové oškvarky';
sladka-kapustnica;Sladká kapustová polievka;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 471 znakov, 33 % ingrediencií bez množstva);
sladke-cuketove-cestoviny;Sladké cuketové cestoviny;Cestoviny;VYHODIT;"38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Cuketa stredne veľká', 'Posekané orechy'";
sladke-zemle;Sladké mliečne žemličky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 923 znakov, 0 % ingrediencií bez množstva);
slane-croissanty-so-sunkou-a-syrom;Slané croissanty so šunkou a syrom;Pečivo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Slané croissanty so šunkou a syrom"" + 2 surovín s výskytom najviac 2× v celej DB: 'Promix UNI múka bezlepková', 'Nízkotučný mäkký krémový tvaroh'";Croissants (BBC Good Food)
slane-mafiny-so-spenatom-a-fetou;Slané mafiny so špenátom a fetou;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 440 znakov, 0 % ingrediencií bez množstva);
slane-makove-tycinky;Slané makové tyčinky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 628 znakov, 0 % ingrediencií bez množstva);
slane-mandle-pecene;Slané pečené mandle;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 702 znakov, 12 % ingrediencií bez množstva);
slane-muffiny-syr-slanina;Slané muffiny so syrom a slaninou;Pečivo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Slané muffiny so syrom a slaninou"" + 38 % ingrediencií (6/16) bez množstva – plánovač neurčí výživu ani nákup";Muffins (BBC Good Food)
slane-pecene-hrasky;Slané pečené hrášky;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Filo cesto', 'Mladá fazuľka';
slane-pletenky-s-vegetou;Slané pletenky s vegetou;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 764 znakov, 33 % ingrediencií bez množstva);
slane-rozky;Slané rožky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 1230 znakov, 18 % ingrediencií bez množstva);
slane-slimaky-so-syrom-a-bylinkami;Slané slimáky so syrom a bylinkami;Pečivo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Posekané orechy', 'Čajové maslo';
slane-susienky-s-parmezanom;Slané sušienky s parmezánom;Pečivo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Ovsené sušienky slané so syrom"" (id=ovsene-susienky-slane), ktorý zostáva (dlhší postup / úplnejšie dáta)";
slany-kolac-s-cottage-cheese-a-koprom;Slaný koláč s cottage cheese a kôprom;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 629 znakov, 17 % ingrediencií bez množstva);
slavnostny-chlieb;Slávnostný chlieb;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1807 znakov, 20 % ingrediencií bez množstva);
slavnostny-salat-s-granatovym-jablkom;Slávnostný šalát s granátovým jablkom;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 328 znakov, 14 % ingrediencií bez množstva);
sledova-natierka-s-cottage-cheesom;Sleďová nátierka s Cottage Cheesom;Raňajky;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Cottage Cheese biely', 'Slede v paradajkovej omáčke', 'Mladá cibuľa';
slepaci-vyvar-s-rezancami;Slepačí vývar s rezancami;Polievka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Mrkva väčšia', 'Slepačí bujón', 'Syr tvdrý typu eidam';
slnecnicove-rozky;Slnečnicové rožky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 610 znakov, 0 % ingrediencií bez množstva);
slnecnicove-tycinky;Slnečnicové  tyčinky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 619 znakov, 0 % ingrediencií bez množstva);
slnecnicovy-chlieb;Slnečnicový chlieb;Pečivo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Slnečnicová múka', 'Otruby';
smazene-kolieska-zo-sladkych-zemiakov;Smažené kolieska zo sladkých zemiakov;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1090 znakov, 17 % ingrediencií bez množstva);
smotanovo-tvarohovy-syr-spundekas;Smotanovo-tvarohový syr - Spundekäs;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 356 znakov, 20 % ingrediencií bez množstva);
smotanovo-zemiakove-skladane-pagace;Smotanovo-zemiakové skladané pagáče;Snack;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 6 krokov / 1353 znakov";
snack-acidko;Acidofilné mlieko;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 761 znakov, 15 % ingrediencií bez množstva);
snack-banan;Banán;Snack;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Holandské kakako', 'Kyslastý džem', 'Puding banánový Dr. Oetker';
snack-cerealna-tycinka;Cereálna tyčinka;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 483 znakov, 0 % ingrediencií bez množstva);
snack-cherry-paradajky;Cherry paradajky;Snack;VYHODIT;40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup;
snack-cokoladka;Čokoládová tyčinka;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Čokoláda mliečna', 'Obyčajné ovsené maslové keksy';
snack-cottage;Cottage syr;Snack;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
snack-cucoriedky;Čučoriedky;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 1442 znakov, 6 % ingrediencií bez množstva);
snack-grecky-jogurt-med;Grécky jogurt s medom;Snack;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Grécky jogurt s medom a orechmi"" (id=grecky-jogurt-s-medom-a-orechmi), ktorý zostáva (dlhší postup / úplnejšie dáta)";
snack-horka-cokolada;Horká čokoláda;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 791 znakov, 12 % ingrediencií bez množstva);
snack-hruska;Hruška;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 328 znakov, 25 % ingrediencií bez množstva);
snack-hummus-zelenina;Hummus so zeleninou;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Hummus so zeleninou"" + 44 % ingrediencií (4/9) bez množstva – plánovač neurčí výživu ani nákup; 3 surovín s výskytom najviac 2× v celej DB: 'Maslová očistená tekvica', 'Cícer Lagris', 'Sezam čierny'";Hummus (BBC Good Food)
snack-jablko;Jablko;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Víno červené čierna ríbezľa', 'Galaretka čierna ríbezľa';
snack-kefir;Kefír;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 1166 znakov, 25 % ingrediencií bez množstva);
snack-kiwi;Kiwi;Snack;VYHODIT;6 surovín s výskytom najviac 2× v celej DB: 'Pudingový prášok nugátový', 'Kyslá pochuťková smotana', 'Stužovač šľahačky';
snack-krekry;Slané krekry;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (13 krokov / 929 znakov, 18 % ingrediencií bez množstva);
snack-mandarinka;Mandarínka;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 1097 znakov, 0 % ingrediencií bez množstva);
snack-misa-typ;Tvarohový krém (typ Miša);Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Maizena', 'Jedlé sušené kvety';
snack-mrkva-hummus;Mrkva s hummusom;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Mrkva s hummusom""";Hummus (BBC Good Food)
snack-musli-jogurt;Müsli s jogurtom;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Pohánkové vločky', 'Kukuričné lupienky', 'Čokoládové bezlepkové cereálie';
snack-olivy;Olivy;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 486 znakov, 31 % ingrediencií bez množstva);
snack-oriesky;Hrsť orieškov;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 598 znakov, 10 % ingrediencií bez množstva);
snack-pomaranc;Pomaranč;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Pomaranče celé /väčšie/', 'Želatínový ztužovač za studena', 'Smeta fix ztužovač na šľahačku';
snack-proteinova-tycinka;Proteínová tyčinka;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Semienka slnečnice lúpané', 'Proteín 80%';
snack-proteinovy-puding;Proteínový puding;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 456 znakov, 20 % ingrediencií bez množstva);
snack-puding;Puding;Snack;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Proteínový puding"" (id=snack-proteinovy-puding), ktorý zostáva (dlhší postup / úplnejšie dáta)";
snack-ryzove-chlebicky;Ryžové chlebíčky s arašidovým maslom;Snack;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 4 krokov / 1381 znakov";
snack-skyr;Skyr;Snack;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Drvený klinček', 'Skyr';
snack-susene-ovocie;Sušené ovocie;Snack;VYHODIT;"Slabý postup (3 krokov, 238 znakov; medián DB je 689)";
snack-syr-hrozno;Syr s hroznom;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 767 znakov, 20 % ingrediencií bez množstva);
snack-tvaroh;Tvaroh;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 325 znakov, 33 % ingrediencií bez množstva);
snack-tvarohovy-dezert;Tvarohový dezert s ovocím;Snack;VYHODIT;5 surovín s výskytom najviac 2× v celej DB: 'Dlhé piškóty', 'Jemný vanilkový tvaroh', 'Stužovač šľahačky';
snack-uhorka;Uhorka;Snack;VYHODIT;"Slabý postup (3 krokov, 271 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Uhorková šťava', 'Xantan'";
so-gogi-sanjeok-hovadzie-na-razni;So-gogi-sanjeok – hovädzie na ražni;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Mäso hovädzie chudé', 'Cibuľky mladé s vňaťou veľké', 'Sezamové opražené semienka';
sojove-rezance-s-kari;Sójové rezance s karí;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Sójové rezance s karí"" + 4 surovín s výskytom najviac 2× v celej DB: 'Sójové rezance', 'Prášok Humus BIO', 'Zmes korenia BIO'";Chicken Curry (BBC Good Food)
solet;Šolet;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 797 znakov, 9 % ingrediencií bez množstva);
sopak-podla-mna-cernobog;Šopák podľa mňa ČERNOBOG;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 715 znakov, 25 % ingrediencií bez množstva);
sopsky-salat-s-domacimi-pizza-tycinkami;Šopský šalát s domácimi pizza tyčinkami;Šalát;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Šopský šalát s domácimi pizza tyčinkami"" + 2 surovín s výskytom najviac 2× v celej DB: 'Syr balkánskeho typu', 'Olej olivový Ocho Delicioso'";Pizza Margherita (BBC Good Food)
sosovica-s-parkom;Šošovica s párkom;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1103 znakov, 14 % ingrediencií bez množstva);
sosovicova-polievka-2158;Šošovicová polievka;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 760 znakov, 9 % ingrediencií bez množstva);
sosovicova-polievka-s-kari;Šošovicová polievka s karí korením;Polievka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Šošovicová polievka s karí korením"" + 36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup";Chicken Curry (BBC Good Food)
sosovicova-polievka;Šošovicová polievka kyslá;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 474 znakov, 0 % ingrediencií bez množstva);
sosovicova-s-udenymi-kostami-na-zahriatie;Šošovicová s údenými kosťami na zahriatie;Polievka;VYHODIT;36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup;
sosovicovy-hrniec;Šošovicový hrniec;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 528 znakov, 21 % ingrediencií bez množstva);
sosovicovy-prejt-s-psenom;Šošovicový prejt s pšenom;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 491 znakov, 33 % ingrediencií bez množstva);
sosovicovy-privarok;Šošovicový prívarok;Hlavné jedlo;VYHODIT;40 % ingrediencií (2/5) bez množstva – plánovač neurčí výživu ani nákup;
sosovicovy-salat-s-paradajkou-a-rukolou;Šošovicový šalát s paradajkou a rukolou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 389 znakov, 30 % ingrediencií bez množstva);
sosovicovy-salat;Šošovicový šalát;Šalát;VYHODIT;"Slabý postup (3 krokov, 255 znakov; medián DB je 689)";
spagety-bolognese;Špagety bolognese;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Špagety bolognese"" + 2 surovín s výskytom najviac 2× v celej DB: 'Rajčinový pretlak', 'Bezvaječné špagety'";Spaghetti Bolognese (BBC Good Food)
spagety-colore;Špagety colore;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 732 znakov, 9 % ingrediencií bez množstva);
spagety-so-susenymi-paradajkami-kapary-a-petrzlenom;Špagety so sušenými paradajkami, kapary a petržlenom;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 864 znakov, 12 % ingrediencií bez množstva);
spagety-so-zeleninou-a-susenymi-paradajkami;Špagety so zeleninou a sušenými paradajkami;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 482 znakov, 30 % ingrediencií bez množstva);
spaghetti-in-una-polpetta;Spaghetti in una polpetta;Hlavné jedlo;VYHODIT;"Slabý postup (3 krokov, 277 znakov; medián DB je 689)";
spaghetti-s-bolonskou-omackou;Spaghetti s Boloňskou omáčkou;Cestoviny;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Prerastená slanina', 'Prosciutto crudo';
spak-ma-smak;Špak má šmak;Príloha;VYHODIT;"Slabý postup (3 krokov, 269 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Rajčiaky', 'Zelko'";
spaldova-bublanina;Špaldová bublanina;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Odkôstkované umyté čerešne', 'Odstopkované umyté jahody';
spaldova-polievka;Špaldová polievka;Polievka;VYHODIT;40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup;
spanielska-omeleta;Španielska omeleta;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Španielska omeleta"" + slabý postup (3 krokov, 268 znakov; medián DB je 689); 38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup";Omelette (BBC Good Food)
spanielske-vtacky-bez-udenin;Španielske vtáčky bez údenín;Hlavné jedlo;VYHODIT;40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup;
spanielske-vtacky-na-pokemonsky-sposob;Španielske vtáčky na pokémonský spôsob;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (15 krokov / 955 znakov, 0 % ingrediencií bez množstva);
spargľová-kremova-polievka;Špargľová krémová polievka;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 359 znakov, 25 % ingrediencií bez množstva);
spenatova-kremova-polievka;Špenátová krémová polievka;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 450 znakov, 22 % ingrediencií bez množstva);
spenatova-pasta;Špenátová pasta;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 529 znakov, 27 % ingrediencií bez množstva);
spenatove-cannelloni-s-ovcim-syrom;Špenátové cannelloni s ovčím syrom;Cestoviny;VYHODIT;"36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Cestovina cannelloni', 'Špenátový pretlak'";
spenatove-pelmene-s-mletym-masom;Špenátové pelmene s mletým mäsom;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 654 znakov, 11 % ingrediencií bez množstva);
spenatove-pesto;Špenátové pesto;Nátierka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Špenátové pesto""";Pesto alla Genovese (BBC Good Food)
spenatovy-privarok;Špenátový prívarok;Hlavné jedlo;VYHODIT;"Slabý postup (3 krokov, 291 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Smotana na varenie 10%', 'Škrobový prášok'";
spenatovy-quiche;Špenátový quiche;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Špenátový quiche""";Quiche Lorraine (BBC Good Food)
spenatovy-salat-s-jahodami-a-orechmi;Špenátový šalát s jahodami a orechmi;Šalát;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Mandľové lupene', 'Makový olej', 'Balzamikový tmavý ocot';
spikovany-diviak-na-sipkach;Špikovaný diviak na šípkach;Hlavné jedlo;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Chrbát z diviaka', 'Šípkový lekvár', 'Biele rožky';
spukove-chrumkave-slimaky;Špukové chrumkavé slimáky;Raňajky;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Múka špaldová hladká 812', 'Olej extra panenský', 'Soľ himalájska ružová';
stavnata-bublanina-s-tvarohom-a-cokoladou;Šťavnatá bublanina s tvarohom a čokoládou;Dezert;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 4 krokov / 744 znakov";
stavnate-hovadzie-muffiny;Šťavnaté hovädzie muffiny;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Šťavnaté hovädzie muffiny""";Muffins (BBC Good Food)
stavnate-kuracie-rezne-v-parmezanovej-struhanke;Štavnaté kuracie rezne v parmezánovej strúhanke;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (11 krokov / 1063 znakov, 0 % ingrediencií bez množstva);
studeny-cestovinovy-salat-feta-oliv;Studený cestovinový šalát s fetou a olivami;Cestoviny;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 333 znakov, 29 % ingrediencií bez množstva);
studeny-cestovinovy-salat-s-hraskom-a-matou;Studený cestovinový šalát s hráškom a mätou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Studený cestovinový šalát s fetou a olivami"" (id=studeny-cestovinovy-salat-feta-oliv), ktorý zostáva (dlhší postup / úplnejšie dáta)";
studeny-cestovinovy-salat-s-kuracim-a-curry;Studený cestovinový šalát s kuracím mäsom a karí dresingom;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Studený cestovinový šalát s fetou a olivami"" (id=studeny-cestovinovy-salat-feta-oliv), ktorý zostáva (dlhší postup / úplnejšie dáta)";
studeny-cestovinovy-salat-so-zelenym-pestom;Studený cestovinový šalát so zeleným pestom a mozzarellou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Studený cestovinový šalát s fetou a olivami"" (id=studeny-cestovinovy-salat-feta-oliv), ktorý zostáva (dlhší postup / úplnejšie dáta)";
studeny-rezancovy-salat-s-kokosom-a-limetkou;Studený rezancový šalát s kokosom a limetkou;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Studený cestovinový šalát s fetou a olivami"" (id=studeny-cestovinovy-salat-feta-oliv), ktorý zostáva (dlhší postup / úplnejšie dáta)";
studeny-rezancovy-salat-s-krevetami-a-mangom;Studený rezancový šalát s krevetami a mangom;Cestoviny;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Studený cestovinový šalát s fetou a olivami"" (id=studeny-cestovinovy-salat-feta-oliv), ktorý zostáva (dlhší postup / úplnejšie dáta)";
sulance-s-makom-zo-zemiakoveho-cesta;Šúľance s makom zo zemiakového cesta;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 8 krokov / 770 znakov";
sulance-s-makom;Šúľance s makom;Dezert;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 5 krokov / 534 znakov";
sulance-s-tvarohom;Šúľance s tvarohom;Dezert;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 7 krokov / 695 znakov";
